,Name,Label,phase
565,x_12010051.png,0.0,train
566,x_12010054.png,0.0,train
567,x_12010055.png,,train
568,x_12010057.png,0.0,train
569,x_12010059.png,,train
570,x_12010060.png,,train
571,x_1201006212010000.png,,train
572,x_12010063.png,,train
573,x_12010065.png,,train
574,x_12010068.png,,train
575,x_12010070.png,,train
576,x_12010071.png,,train
577,x_12010072.png,,train
578,x_12010076.png,,train
579,x_12010087.png,0.0,train
580,x_12010088.png,,train
581,x_12010093.png,,train
582,x_12010097.png,,train
583,x_12010101.png,,train
584,x_12010102.png,,train
585,x_12010106.png,,train
586,x_12010115.png,,train
587,x_12010117.png,,train
588,x_12010118.png,,train
589,x_12020001.png,,train
590,x_12020002.png,,train
591,x_12020004.png,0.0,train
592,x_12020005.png,,train
593,x_12020006.png,0.0,train
594,x_12020007.png,,train
595,x_12020010.png,,train
596,x_12020012.png,,train
597,x_12020013.png,,train
598,x_12020014.png,,train
599,x_12020017.png,,train
600,x_12020019.png,0.0,train
601,x_12020020.png,,train
602,x_12020021.png,,train
603,x_12020022.png,0.0,train
604,x_12020023.png,,train
605,x_12020025.png,,train
606,x_12020027.png,,train
607,x_12020028.png,0.0,train
608,x_12020030.png,,train
609,x_12020031.png,,train
610,x_12020032.png,,train
611,x_12020033.png,,train
612,x_12020035.png,,train
613,x_12020037.png,0.0,train
614,x_12020040.png,0.0,train
615,x_12020041.png,0.0,train
616,x_12020044.png,,train
617,x_12020047.png,0.0,train
618,x_12020049.png,1.0,train
619,x_12020051.png,0.0,train
620,x_12020052.png,,train
621,x_12020054.png,1.0,train
622,x_12020055.png,,train
623,x_12020057.png,,train
624,x_12020058.png,,train
625,x_12020059.png,,train
626,x_12020061.png,,train
627,x_12020064.png,,train
628,x_12020066.png,,train
629,x_12020067.png,0.0,train
630,x_12020072.png,,train
631,x_12020077.png,,train
632,x_12020078.png,,train
633,x_12020080.png,0.0,train
634,x_12020081.png,,train
635,x_12020083.png,,train
636,x_12020084.png,,train
637,x_12020086.png,,train
638,x_12020087.png,,train
639,x_12020089.png,,train
640,x_12020090.png,,train
641,x_12020091.png,,train
642,x_12020095.png,,train
643,x_12020096.png,,train
644,x_12020103.png,,train
645,x_12020104.png,,train
646,x_12020105.png,,train
647,x_12020107.png,,train
648,x_12020108.png,,train
649,x_12020109.png,,train
650,x_12020119.png,0.0,train
651,x_12020123.png,,train
652,x_12020125.png,0.0,train
653,x_12020128.png,,train
654,x_12030001.png,,train
655,x_12030002.png,,train
656,x_12030004.png,,train
657,x_12030005.png,,train
658,x_12030006.png,,train
659,x_12030012.png,,train
660,x_12030014.png,,train
661,x_12030015.png,,train
662,x_12030017.png,,train
663,x_12030018.png,,train
664,x_12030019.png,,train
665,x_12030020.png,,train
666,x_12030021.png,,train
667,x_12030022.png,,train
668,x_12030024.png,,train
669,x_12030025.png,,train
670,x_12030027.png,,train
671,x_12030028.png,,train
672,x_12030029.png,,train
673,x_12030031.png,1.0,train
674,x_12030033.png,,train
675,x_12030034.png,,train
676,x_12030035.png,,train
677,x_12030036.png,,train
678,x_12030038.png,,train
679,x_1203003912030000.png,0.0,train
680,x_12030040.png,0.0,train
681,x_12030041.png,0.0,train
682,x_12030043.png,,train
683,x_12030044.png,0.0,train
684,x_12030045.png,,train
685,x_12030048.png,,train
686,x_12030049.png,,train
687,x_12030052.png,,train
688,x_12030053.png,0.0,train
689,x_12030055.png,,train
690,x_12030056.png,,train
691,x_12030057.png,,train
692,x_12030058.png,,train
693,x_12030059.png,,train
694,x_12030061.png,,train
695,x_12030063.png,,train
696,x_12030068.png,,train
697,x_12030069.png,,train
698,x_12030070.png,,train
699,x_12030072.png,,train
700,x_12030073.png,,train
701,x_12030074.png,,train
702,x_12030075.png,,train
703,x_12030076.png,,train
704,x_12030077.png,,train
705,x_12030078.png,,train
706,x_12030079.png,,train
707,x_12030080.png,,train
708,x_12030081.png,,train
709,x_12030083.png,,train
710,x_12030085.png,,train
711,x_12030086.png,,train
712,x_12030087.png,,train
713,x_12030088.png,,train
714,x_12030089.png,,train
715,x_12030090.png,,train
716,x_12030091.png,,train
717,x_12030092.png,0.0,train
718,x_12030093.png,0.0,train
719,x_12030094.png,,train
720,x_12030096.png,0.0,train
721,x_12030097.png,,train
722,x_12030099.png,,train
723,x_12030100.png,,train
724,x_12030103.png,,train
725,x_12030104.png,0.0,train
726,x_12030106.png,,train
727,x_12030107.png,,train
728,x_12030108.png,0.0,train
729,x_12030109.png,,train
730,x_12030110.png,,train
731,x_12030113.png,0.0,train
732,x_12030114.png,,train
733,x_12030115.png,,train
734,x_12030116.png,,train
735,x_12030117.png,,train
736,x_12030118.png,,train
737,x_12030119.png,0.0,train
738,x_12030121.png,,train
739,x_12030122.png,,train
740,x_12030123.png,,train
741,x_12030125.png,,train
742,x_12030127.png,0.0,train
743,x_12030128.png,,train
744,x_12030129.png,,train
745,x_12030137.png,,train
746,x_12030140.png,,train
747,x_12030142.png,0.0,train
748,x_12030143.png,,train
749,x_12030145.png,,train
750,x_12030146.png,,train
751,x_12040003.png,,train
752,x_12040005.png,,train
753,x_12040006.png,,train
754,x_12040007.png,,train
755,x_12040010.png,,train
756,x_12040011.png,,train
757,x_12040014.png,,train
758,x_12040019.png,,train
759,x_12040022.png,,train
760,x_12040025.png,,train
761,x_12040026.png,,train
762,x_12040027.png,,train
763,x_12040028.png,,train
764,x_12040032.png,,train
765,x_1204003712040000.png,,train
766,x_12040038.png,,train
767,x_12040039.png,,train
768,x_12040040.png,,train
769,x_12040041.png,,train
770,x_12040043.png,,train
771,x_12040044.png,,train
772,x_12040047.png,,train
773,x_12040049.png,,train
774,x_12040050.png,,train
775,x_12040051.png,,train
776,x_12040053.png,,train
777,x_12040054.png,0.0,train
778,x_12040055.png,,train
779,x_12040056.png,,train
780,x_12040057.png,,train
781,x_12040058.png,,train
782,x_12040063.png,0.0,train
783,x_12040065.png,,train
784,x_12040066.png,,train
785,x_12040067.png,,train
786,x_12040069.png,,train
787,x_12040070.png,,train
788,x_12040071.png,,train
789,x_12040072.png,,train
790,x_12040074.png,,train
791,x_12040075.png,,train
792,x_12040076.png,0.0,train
793,x_12040077.png,,train
794,x_12040079.png,,train
795,x_12040081.png,,train
796,x_12040083.png,,train
797,x_12040084.png,,train
798,x_12040085.png,,train
799,x_12040086.png,,train
800,x_12040087.png,,train
801,x_12040089.png,,train
802,x_12040090.png,0.0,train
803,x_12040091.png,,train
804,x_12040092.png,,train
805,x_12040095.png,,train
806,x_12040096.png,0.0,train
807,x_12040097.png,,train
808,x_12040098.png,0.0,train
809,x_12040101.png,,train
810,x_12040107.png,,train
811,x_12040110.png,,train
812,x_12040112.png,,train
813,x_12040113.png,,train
814,x_12040114.png,,train
815,x_12040119.png,,train
816,x_12040126.png,,train
817,x_13010004.png,,train
818,x_13010006.png,,train
819,x_13010007.png,,train
820,x_13010009.png,,train
821,x_13010011.png,,train
822,x_13010012.png,,train
823,x_13010014.png,,train
824,x_13020007.png,,train
825,x_13020015.png,,train
826,x_13020016.png,,train
827,x_13020017.png,,train
828,x_13020018.png,0.0,train
829,x_13020019.png,,train
830,x_13020024.png,,train
831,x_13020027.png,,train
832,x_13020028.png,,train
833,x_13020032.png,,train
834,x_13020043.png,,train
835,x_13020044.png,,train
836,x_13020046.png,0.0,train
837,x_13020052.png,,train
838,x_13020054.png,,train
839,x_13020055.png,0.0,train
840,x_13030002.png,,train
841,x_13030003.png,,train
842,x_13030004.png,,train
843,x_13030009.png,,train
844,x_1303001013030000.png,,train
845,x_13030011.png,,train
846,x_13030019.png,,train
847,x_13030022.png,,train
848,x_13030023.png,,train
849,x_13030024.png,,train
850,x_13030025.png,,train
851,x_13030026.png,0.0,train
852,x_13030027.png,,train
853,x_13030028.png,,train
854,x_1303003213030000.png,,train
855,x_13030034.png,,train
856,x_13030035.png,,train
857,x_13030036.png,,train
858,x_13030038.png,,train
859,x_13030040.png,,train
860,x_13030041.png,,train
861,x_13030042.png,,train
862,x_13030043.png,,train
863,x_13030056.png,,train
864,x_13040002.png,,train
865,x_13040003.png,,train
866,x_13040004.png,,train
867,x_13040006.png,,train
868,x_13040007.png,,train
869,x_13040008.png,,train
870,x_13040010.png,,train
871,x_13040011.png,0.0,train
872,x_13040012.png,,train
873,x_13040013.png,,train
874,x_13040014.png,,train
875,x_13040020.png,,train
876,x_13040021.png,,train
877,x_13040022.png,,train
878,x_13040024.png,,train
879,x_13040027.png,,train
880,x_13040028.png,,train
881,x_13040029.png,,train
882,x_13040030.png,,train
883,x_13040032.png,,train
884,x_13040033.png,,train
885,x_13040034.png,,train
886,x_13040037.png,,train
887,x_13040038.png,0.0,train
888,x_13040040.png,,train
889,x_13040041.png,,train
890,x_1304004213040000.png,,train
891,x_13040043.png,0.0,train
892,x_13040046.png,,train
893,x_13040052.png,,train
894,x_13040053.png,,train
895,x_13040056.png,,train
896,x_13040065.png,,train
897,x_13040069.png,,train
898,x_13040077.png,,train
899,x_13040078.png,,train
900,x_13040079.png,,train
901,x_14010009.png,0.0,train
902,x_14010021.png,,train
903,x_14010022.png,,train
904,x_14010023.png,,train
905,x_14010026.png,,train
906,x_14010030.png,0.0,train
907,x_14020001.png,,train
908,x_14020006.png,,train
909,x_14030002.png,,train
910,x_14030004.png,,train
911,x_14030007.png,,train
912,x_14030009.png,,train
913,x_14030011.png,,train
914,x_14030013.png,0.0,train
915,x_14030014.png,,train
916,x_14030016.png,0.0,train
917,x_14030019.png,,train
918,x_14030020.png,,train
919,x_14030021.png,,train
920,x_14030022.png,,train
921,x_14030023.png,,train
922,x_14030033.png,,train
923,x_14030034.png,,train
924,x_14030035.png,0.0,train
925,x_14030038.png,0.0,train
926,x_14030040.png,,train
927,x_14030046.png,,train
928,x_14030051.png,,train
929,x_14030053.png,,train
930,x_14030056.png,,train
931,x_14030057.png,0.0,train
932,x_14030058.png,,train
933,x_14030059.png,,train
934,x_14030060.png,,train
935,x_14030061.png,,train
936,x_14030062.png,,train
937,x_14040004.png,,train
938,x_14040009.png,,train
939,x_14040015.png,0.0,train
940,x_14040016.png,,train
941,x_14040017.png,0.0,train
942,x_14040018.png,,train
943,x_1404001914040000.png,0.0,train
944,x_14040020.png,,train
945,x_14040021.png,0.0,train
946,x_14040022.png,,train
947,x_14040029.png,,train
948,x_14040030.png,,train
949,x_14040032.png,,train
950,x_14040033.png,,train
951,x_14040035.png,,train
952,x_14040036.png,,train
953,x_1404003714040000.png,,train
954,x_14040038.png,,train
955,x_14040042.png,0.0,train
956,x_14040043.png,,train
957,x_14040045.png,,train
958,x_14040046.png,,train
959,x_14040047.png,,train
960,x_14040050.png,,train
961,x_14040052.png,,train
962,x_14040055.png,,train
963,x_14040058.png,,train
964,x_14040062.png,,train
965,x_14040064.png,,train
966,x_14040066.png,,train
967,x_14040067.png,,train
968,x_15010001.png,,train
969,x_15010002.png,0.0,train
970,x_15010003.png,,train
971,x_15010004.png,,train
972,x_15010005.png,,train
973,x_15010006.png,0.0,train
974,x_15010007.png,,train
975,x_15010008.png,,train
976,x_15010009.png,0.0,train
977,x_15010010.png,,train
978,x_15010012.png,,train
979,x_15010013.png,,train
980,x_15010015.png,,train
981,x_15010016.png,,train
982,x_15010017.png,0.0,train
983,x_15010019.png,,train
984,x_15010020.png,,train
985,x_15010022.png,,train
986,x_15010023.png,0.0,train
987,x_15010024.png,,train
988,x_15010026.png,,train
989,x_15010027.png,,train
990,x_15010028.png,,train
991,x_15010030.png,,train
992,x_15010031.png,,train
993,x_15010033.png,,train
994,x_15010034.png,0.0,train
995,x_15010035.png,,train
996,x_15010038.png,,train
997,x_15010039.png,0.0,train
998,x_15010040.png,,train
999,x_15010041.png,,train
1000,x_15010042.png,,train
1001,x_15010043.png,,train
1002,x_15010044.png,,train
1003,x_15010045.png,,train
1004,x_15010046.png,,train
1005,x_15010048.png,,train
1006,x_15010049.png,,train
1007,x_15010050.png,0.0,train
1008,x_15010051.png,,train
1009,x_15010053.png,,train
1010,x_15010054.png,,train
1011,x_15010058.png,,train
